Cornell
Graph has fewer than 500000 nodes; don't do graph partition
Run: 0
*Epoch 0, model saved with Loss: 1.7436, Train F1: 0.5977, Val F1: 0.5593, Test F1: 0.5946
*Epoch 9, model saved with Loss: 1.1550, Train F1: 0.9250, Val F1: 0.7125, Test F1: 0.6275
*Epoch 10, model saved with Loss: 1.0463, Train F1: 0.9250, Val F1: 0.7625, Test F1: 0.6667
*Epoch 11, model saved with Loss: 0.9013, Train F1: 0.9250, Val F1: 0.7750, Test F1: 0.6471
*Epoch 14, model saved with Loss: 0.7085, Train F1: 0.9583, Val F1: 0.7750, Test F1: 0.6863
*Epoch 31, model saved with Loss: 0.4163, Train F1: 0.9833, Val F1: 0.7750, Test F1: 0.6667
*Epoch 95, model saved with Loss: 0.1250, Train F1: 1.0000, Val F1: 0.7750, Test F1: 0.7647
*Epoch 96, model saved with Loss: 0.1437, Train F1: 1.0000, Val F1: 0.7750, Test F1: 0.7451
*Epoch 98, model saved with Loss: 0.1521, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7647
*Epoch 99, model saved with Loss: 0.1572, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7647
*Epoch 100, model saved with Loss: 0.1560, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7647
Epoch 100, Loss: 0.1560, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7647
*Epoch 101, model saved with Loss: 0.1514, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7647
*Epoch 102, model saved with Loss: 0.1593, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7647
*Epoch 104, model saved with Loss: 0.1355, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7451
*Epoch 105, model saved with Loss: 0.1236, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7451
*Epoch 112, model saved with Loss: 0.1328, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7451
*Epoch 113, model saved with Loss: 0.1357, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7451
*Epoch 114, model saved with Loss: 0.1083, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7451
*Epoch 187, model saved with Loss: 0.1061, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.8039
*Epoch 189, model saved with Loss: 0.0807, Train F1: 0.9917, Val F1: 0.7875, Test F1: 0.7843
*Epoch 190, model saved with Loss: 0.0999, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.7843
*Epoch 193, model saved with Loss: 0.0817, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.8039
*Epoch 194, model saved with Loss: 0.0802, Train F1: 1.0000, Val F1: 0.7875, Test F1: 0.8039
Epoch 200, Loss: 0.0712, Train F1: 1.0000, Val F1: 0.7750, Test F1: 0.8039
Mean epoch time of run 0.0129
Iteration:  250
Best Test F1 throughout: 0.8235
Loading best model for final evaluation at val: 0.7875
Best Test F1 after loading saved model: 0.8039
Run: 1
*Epoch 0, model saved with Loss: 1.7425, Train F1: 0.5667, Val F1: 0.4375, Test F1: 0.4706
Epoch 0, Loss: 1.7425, Train F1: 0.5667, Val F1: 0.4375, Test F1: 0.4706
*Epoch 1, model saved with Loss: 2.1697, Train F1: 0.7000, Val F1: 0.6000, Test F1: 0.6471
*Epoch 2, model saved with Loss: 1.9425, Train F1: 0.7333, Val F1: 0.6375, Test F1: 0.6471
*Epoch 3, model saved with Loss: 1.7190, Train F1: 0.8000, Val F1: 0.6500, Test F1: 0.6275
*Epoch 5, model saved with Loss: 1.4392, Train F1: 0.8500, Val F1: 0.6625, Test F1: 0.6667
*Epoch 6, model saved with Loss: 1.3182, Train F1: 0.8333, Val F1: 0.7000, Test F1: 0.6863
*Epoch 7, model saved with Loss: 1.2043, Train F1: 0.9000, Val F1: 0.7125, Test F1: 0.7059
*Epoch 8, model saved with Loss: 1.0574, Train F1: 0.9333, Val F1: 0.7250, Test F1: 0.6863
*Epoch 9, model saved with Loss: 0.9361, Train F1: 0.9417, Val F1: 0.7375, Test F1: 0.6667
*Epoch 10, model saved with Loss: 0.8488, Train F1: 0.9333, Val F1: 0.7500, Test F1: 0.7059
*Epoch 11, model saved with Loss: 0.7819, Train F1: 0.9417, Val F1: 0.7625, Test F1: 0.6863
*Epoch 12, model saved with Loss: 0.7628, Train F1: 0.9417, Val F1: 0.7875, Test F1: 0.6863
*Epoch 16, model saved with Loss: 0.6387, Train F1: 0.9500, Val F1: 0.7875, Test F1: 0.6863
*Epoch 17, model saved with Loss: 0.6037, Train F1: 0.9583, Val F1: 0.8000, Test F1: 0.7059
*Epoch 23, model saved with Loss: 0.5233, Train F1: 0.9667, Val F1: 0.8125, Test F1: 0.7255
Epoch 100, Loss: 0.1065, Train F1: 1.0000, Val F1: 0.7500, Test F1: 0.7059
Epoch 200, Loss: 0.0929, Train F1: 1.0000, Val F1: 0.7375, Test F1: 0.7451
Mean epoch time of run 0.0123
Iteration:  250
Best Test F1 throughout: 0.7647
Loading best model for final evaluation at val: 0.8125
Best Test F1 after loading saved model: 0.7451
Run: 2
*Epoch 0, model saved with Loss: 2.2988, Train F1: 0.6000, Val F1: 0.5750, Test F1: 0.4706
Epoch 0, Loss: 2.2988, Train F1: 0.6000, Val F1: 0.5750, Test F1: 0.4706
*Epoch 2, model saved with Loss: 1.1636, Train F1: 0.6833, Val F1: 0.6500, Test F1: 0.5686
*Epoch 3, model saved with Loss: 1.7998, Train F1: 0.7750, Val F1: 0.6625, Test F1: 0.6275
*Epoch 4, model saved with Loss: 1.6264, Train F1: 0.8000, Val F1: 0.6875, Test F1: 0.6275
*Epoch 5, model saved with Loss: 1.4226, Train F1: 0.8667, Val F1: 0.7000, Test F1: 0.6667
*Epoch 6, model saved with Loss: 1.3117, Train F1: 0.8917, Val F1: 0.7375, Test F1: 0.6471
*Epoch 7, model saved with Loss: 1.1790, Train F1: 0.9083, Val F1: 0.7625, Test F1: 0.6471
*Epoch 8, model saved with Loss: 1.0300, Train F1: 0.9167, Val F1: 0.7750, Test F1: 0.6667
*Epoch 9, model saved with Loss: 0.9722, Train F1: 0.9250, Val F1: 0.7750, Test F1: 0.6471
*Epoch 15, model saved with Loss: 0.6416, Train F1: 0.9583, Val F1: 0.7750, Test F1: 0.6863
*Epoch 17, model saved with Loss: 0.5743, Train F1: 0.9583, Val F1: 0.7750, Test F1: 0.6667
*Epoch 23, model saved with Loss: 0.5013, Train F1: 0.9750, Val F1: 0.7750, Test F1: 0.6863
*Epoch 57, model saved with Loss: 0.2243, Train F1: 1.0000, Val F1: 0.7750, Test F1: 0.7059
Epoch 100, Loss: 0.1163, Train F1: 1.0000, Val F1: 0.7375, Test F1: 0.7059
Epoch 200, Loss: 0.0933, Train F1: 1.0000, Val F1: 0.6625, Test F1: 0.6863
Mean epoch time of run 0.0122
Iteration:  250
Best Test F1 throughout: 0.7647
Loading best model for final evaluation at val: 0.7750
Best Test F1 after loading saved model: 0.7059
Run: 3
*Epoch 0, model saved with Loss: 2.2722, Train F1: 0.6583, Val F1: 0.5875, Test F1: 0.5686
Epoch 0, Loss: 2.2722, Train F1: 0.6583, Val F1: 0.5875, Test F1: 0.5686
*Epoch 1, model saved with Loss: 2.0111, Train F1: 0.7417, Val F1: 0.6625, Test F1: 0.5294
*Epoch 3, model saved with Loss: 0.9922, Train F1: 0.8000, Val F1: 0.6875, Test F1: 0.6275
*Epoch 6, model saved with Loss: 1.3533, Train F1: 0.8750, Val F1: 0.6875, Test F1: 0.6471
*Epoch 8, model saved with Loss: 1.1166, Train F1: 0.9083, Val F1: 0.7125, Test F1: 0.7059
*Epoch 9, model saved with Loss: 1.0508, Train F1: 0.9250, Val F1: 0.7375, Test F1: 0.7059
*Epoch 10, model saved with Loss: 0.9335, Train F1: 0.9417, Val F1: 0.7750, Test F1: 0.7059
*Epoch 11, model saved with Loss: 0.8249, Train F1: 0.9417, Val F1: 0.7875, Test F1: 0.6863
*Epoch 12, model saved with Loss: 0.7596, Train F1: 0.9500, Val F1: 0.8125, Test F1: 0.6667
*Epoch 16, model saved with Loss: 0.6254, Train F1: 0.9750, Val F1: 0.8125, Test F1: 0.7059
Epoch 100, Loss: 0.1431, Train F1: 1.0000, Val F1: 0.6875, Test F1: 0.7255
Epoch 200, Loss: 0.1027, Train F1: 1.0000, Val F1: 0.6750, Test F1: 0.7647
Mean epoch time of run 0.0122
Iteration:  250
Best Test F1 throughout: 0.7843
Loading best model for final evaluation at val: 0.8125
Best Test F1 after loading saved model: 0.6863
Run: 4
*Epoch 0, model saved with Loss: 1.7461, Train F1: 0.5250, Val F1: 0.5500, Test F1: 0.5294
Epoch 0, Loss: 1.7461, Train F1: 0.5250, Val F1: 0.5500, Test F1: 0.5294
*Epoch 1, model saved with Loss: 1.4205, Train F1: 0.7083, Val F1: 0.5750, Test F1: 0.5490
*Epoch 2, model saved with Loss: 1.2315, Train F1: 0.7167, Val F1: 0.6250, Test F1: 0.5490
*Epoch 3, model saved with Loss: 1.1016, Train F1: 0.7583, Val F1: 0.6250, Test F1: 0.5294
*Epoch 4, model saved with Loss: 1.7245, Train F1: 0.7333, Val F1: 0.6250, Test F1: 0.5490
*Epoch 5, model saved with Loss: 0.9144, Train F1: 0.7833, Val F1: 0.6500, Test F1: 0.6078
*Epoch 8, model saved with Loss: 1.4792, Train F1: 0.8500, Val F1: 0.6500, Test F1: 0.6471
*Epoch 9, model saved with Loss: 1.4259, Train F1: 0.8583, Val F1: 0.6750, Test F1: 0.6471
*Epoch 10, model saved with Loss: 1.2427, Train F1: 0.9083, Val F1: 0.6875, Test F1: 0.6667
*Epoch 11, model saved with Loss: 1.1116, Train F1: 0.9250, Val F1: 0.7250, Test F1: 0.6863
*Epoch 12, model saved with Loss: 1.0757, Train F1: 0.9250, Val F1: 0.7500, Test F1: 0.6863
*Epoch 13, model saved with Loss: 1.0261, Train F1: 0.9333, Val F1: 0.7500, Test F1: 0.6667
*Epoch 14, model saved with Loss: 0.8892, Train F1: 0.9333, Val F1: 0.7750, Test F1: 0.6471
*Epoch 15, model saved with Loss: 0.8322, Train F1: 0.9333, Val F1: 0.7875, Test F1: 0.6471
*Epoch 16, model saved with Loss: 0.7624, Train F1: 0.9417, Val F1: 0.8000, Test F1: 0.6667
*Epoch 17, model saved with Loss: 0.7469, Train F1: 0.9583, Val F1: 0.8125, Test F1: 0.6863
*Epoch 20, model saved with Loss: 0.6382, Train F1: 0.9667, Val F1: 0.8125, Test F1: 0.6863
*Epoch 22, model saved with Loss: 0.5880, Train F1: 0.9583, Val F1: 0.8125, Test F1: 0.6863
*Epoch 26, model saved with Loss: 0.5202, Train F1: 0.9750, Val F1: 0.8125, Test F1: 0.7059
*Epoch 27, model saved with Loss: 0.5508, Train F1: 0.9833, Val F1: 0.8125, Test F1: 0.6863
*Epoch 32, model saved with Loss: 0.4592, Train F1: 0.9833, Val F1: 0.8125, Test F1: 0.6667
*Epoch 33, model saved with Loss: 0.4652, Train F1: 0.9833, Val F1: 0.8125, Test F1: 0.6863
*Epoch 34, model saved with Loss: 0.4327, Train F1: 0.9833, Val F1: 0.8250, Test F1: 0.6863
*Epoch 35, model saved with Loss: 0.4223, Train F1: 0.9917, Val F1: 0.8250, Test F1: 0.7059
*Epoch 36, model saved with Loss: 0.4122, Train F1: 0.9917, Val F1: 0.8250, Test F1: 0.6863
Epoch 100, Loss: 0.1493, Train F1: 1.0000, Val F1: 0.7750, Test F1: 0.7255
Epoch 200, Loss: 0.0950, Train F1: 1.0000, Val F1: 0.7625, Test F1: 0.7843
Mean epoch time of run 0.0121
Iteration:  250
Best Test F1 throughout: 0.8039
Loading best model for final evaluation at val: 0.8250
Best Test F1 after loading saved model: 0.7059
---------------Stats-----------
Mean training epoch runtime: 0.0123
Mean Std of Best Test we could do F1 Score: 0.7882 +/- 0.0229
Mean Std of Test at best Val F1 Score: 0.7255 +/- 0.0411
Mean Std of Loaded best Val model Test F1 Score: 0.7294 +/- 0.0419
Mean convergence number: 250.0000 +/- 0.0000, [250, 250, 250, 250, 250]
-------------------------------
Wisconsin
Graph has fewer than 500000 nodes; don't do graph partition
Run: 0
*Epoch 0, model saved with Loss: 1.6483, Train F1: 0.5583, Val F1: 0.4875, Test F1: 0.5098
Epoch 0, Loss: 1.6483, Train F1: 0.5583, Val F1: 0.4875, Test F1: 0.5098
*Epoch 1, model saved with Loss: 2.1881, Train F1: 0.6500, Val F1: 0.5750, Test F1: 0.5882
*Epoch 2, model saved with Loss: 1.2788, Train F1: 0.7250, Val F1: 0.5875, Test F1: 0.6078
*Epoch 3, model saved with Loss: 1.9634, Train F1: 0.7250, Val F1: 0.6000, Test F1: 0.6275
*Epoch 4, model saved with Loss: 1.2902, Train F1: 0.7500, Val F1: 0.6375, Test F1: 0.6078
*Epoch 5, model saved with Loss: 1.8528, Train F1: 0.7667, Val F1: 0.6500, Test F1: 0.6078
*Epoch 8, model saved with Loss: 1.1351, Train F1: 0.7917, Val F1: 0.6750, Test F1: 0.6471
*Epoch 10, model saved with Loss: 1.1219, Train F1: 0.8500, Val F1: 0.6750, Test F1: 0.6863
*Epoch 11, model saved with Loss: 0.9982, Train F1: 0.8667, Val F1: 0.6875, Test F1: 0.6471
*Epoch 14, model saved with Loss: 1.6017, Train F1: 0.8833, Val F1: 0.6875, Test F1: 0.6275
*Epoch 22, model saved with Loss: 1.0821, Train F1: 0.8583, Val F1: 0.6875, Test F1: 0.5686
*Epoch 39, model saved with Loss: 1.3848, Train F1: 0.9500, Val F1: 0.7000, Test F1: 0.5686
*Epoch 40, model saved with Loss: 1.5471, Train F1: 0.9417, Val F1: 0.7000, Test F1: 0.5882
Epoch 100, Loss: 1.1009, Train F1: 0.9583, Val F1: 0.4500, Test F1: 0.5098
Epoch 200, Loss: 0.9618, Train F1: 0.9750, Val F1: 0.4375, Test F1: 0.3529
Mean epoch time of run 0.0107
Iteration:  250
Best Test F1 throughout: 0.6863
Loading best model for final evaluation at val: 0.7000
Best Test F1 after loading saved model: 0.5882
Run: 1
*Epoch 0, model saved with Loss: 2.4966, Train F1: 0.4750, Val F1: 0.4500, Test F1: 0.4706
Epoch 0, Loss: 2.4966, Train F1: 0.4750, Val F1: 0.4500, Test F1: 0.4706
*Epoch 1, model saved with Loss: 2.2033, Train F1: 0.6000, Val F1: 0.5250, Test F1: 0.5686
*Epoch 2, model saved with Loss: 1.4104, Train F1: 0.6583, Val F1: 0.5625, Test F1: 0.6078
*Epoch 3, model saved with Loss: 2.1547, Train F1: 0.6750, Val F1: 0.6000, Test F1: 0.5686
*Epoch 4, model saved with Loss: 1.1790, Train F1: 0.7333, Val F1: 0.6000, Test F1: 0.6471
*Epoch 5, model saved with Loss: 1.2490, Train F1: 0.7583, Val F1: 0.6125, Test F1: 0.6078
*Epoch 6, model saved with Loss: 1.9410, Train F1: 0.8000, Val F1: 0.6250, Test F1: 0.5882
*Epoch 8, model saved with Loss: 1.1576, Train F1: 0.8083, Val F1: 0.6375, Test F1: 0.5686
*Epoch 9, model saved with Loss: 1.7972, Train F1: 0.8333, Val F1: 0.6625, Test F1: 0.5882
*Epoch 10, model saved with Loss: 1.7081, Train F1: 0.8417, Val F1: 0.6625, Test F1: 0.5490
*Epoch 11, model saved with Loss: 1.7149, Train F1: 0.8500, Val F1: 0.6625, Test F1: 0.5490
*Epoch 12, model saved with Loss: 1.6323, Train F1: 0.8667, Val F1: 0.6875, Test F1: 0.5490
*Epoch 13, model saved with Loss: 1.0605, Train F1: 0.8500, Val F1: 0.6875, Test F1: 0.5490
*Epoch 16, model saved with Loss: 1.5307, Train F1: 0.9000, Val F1: 0.6875, Test F1: 0.5686
*Epoch 17, model saved with Loss: 1.5745, Train F1: 0.8833, Val F1: 0.7250, Test F1: 0.5686
*Epoch 19, model saved with Loss: 0.9023, Train F1: 0.8833, Val F1: 0.7250, Test F1: 0.5686
Epoch 100, Loss: 0.7598, Train F1: 0.9750, Val F1: 0.4250, Test F1: 0.4706
Epoch 200, Loss: 0.9681, Train F1: 0.9833, Val F1: 0.4250, Test F1: 0.4118
Mean epoch time of run 0.0101
Iteration:  250
Best Test F1 throughout: 0.6471
Loading best model for final evaluation at val: 0.7250
Best Test F1 after loading saved model: 0.5882
Run: 2
*Epoch 0, model saved with Loss: 1.7320, Train F1: 0.5000, Val F1: 0.4875, Test F1: 0.5098
Epoch 0, Loss: 1.7320, Train F1: 0.5000, Val F1: 0.4875, Test F1: 0.5098
*Epoch 1, model saved with Loss: 2.2813, Train F1: 0.5167, Val F1: 0.5125, Test F1: 0.5294
*Epoch 2, model saved with Loss: 1.4195, Train F1: 0.6167, Val F1: 0.5500, Test F1: 0.5098
*Epoch 3, model saved with Loss: 1.3660, Train F1: 0.7083, Val F1: 0.6500, Test F1: 0.6078
*Epoch 4, model saved with Loss: 2.0309, Train F1: 0.7417, Val F1: 0.6500, Test F1: 0.5882
*Epoch 10, model saved with Loss: 1.0829, Train F1: 0.8333, Val F1: 0.6625, Test F1: 0.6078
*Epoch 11, model saved with Loss: 1.1758, Train F1: 0.8083, Val F1: 0.6625, Test F1: 0.5686
*Epoch 12, model saved with Loss: 1.0660, Train F1: 0.8500, Val F1: 0.6875, Test F1: 0.5098
*Epoch 16, model saved with Loss: 1.8032, Train F1: 0.8667, Val F1: 0.7000, Test F1: 0.5882
Epoch 100, Loss: 0.9309, Train F1: 0.9833, Val F1: 0.4625, Test F1: 0.4902
Epoch 200, Loss: 0.8256, Train F1: 0.9833, Val F1: 0.4375, Test F1: 0.3725
Mean epoch time of run 0.0090
Iteration:  250
Best Test F1 throughout: 0.6471
Loading best model for final evaluation at val: 0.7000
Best Test F1 after loading saved model: 0.5882
Run: 3
*Epoch 0, model saved with Loss: 2.4513, Train F1: 0.4167, Val F1: 0.3250, Test F1: 0.2549
Epoch 0, Loss: 2.4513, Train F1: 0.4167, Val F1: 0.3250, Test F1: 0.2549
*Epoch 1, model saved with Loss: 2.2905, Train F1: 0.6167, Val F1: 0.5125, Test F1: 0.4706
*Epoch 2, model saved with Loss: 2.0875, Train F1: 0.6833, Val F1: 0.6250, Test F1: 0.6471
*Epoch 3, model saved with Loss: 1.3372, Train F1: 0.6417, Val F1: 0.6375, Test F1: 0.6275
*Epoch 5, model saved with Loss: 1.8994, Train F1: 0.7417, Val F1: 0.6500, Test F1: 0.6471
*Epoch 7, model saved with Loss: 1.0036, Train F1: 0.8167, Val F1: 0.6750, Test F1: 0.6471
*Epoch 15, model saved with Loss: 1.0641, Train F1: 0.8833, Val F1: 0.6875, Test F1: 0.5882
*Epoch 16, model saved with Loss: 1.0595, Train F1: 0.8500, Val F1: 0.7125, Test F1: 0.6078
Epoch 100, Loss: 0.8319, Train F1: 0.9833, Val F1: 0.4750, Test F1: 0.4706
Epoch 200, Loss: 0.8003, Train F1: 0.9833, Val F1: 0.4000, Test F1: 0.4118
Mean epoch time of run 0.0091
Iteration:  250
Best Test F1 throughout: 0.6667
Loading best model for final evaluation at val: 0.7125
Best Test F1 after loading saved model: 0.6078
Run: 4
*Epoch 0, model saved with Loss: 2.6366, Train F1: 0.2667, Val F1: 0.1375, Test F1: 0.1765
Epoch 0, Loss: 2.6366, Train F1: 0.2667, Val F1: 0.1375, Test F1: 0.1765
*Epoch 1, model saved with Loss: 1.5801, Train F1: 0.5500, Val F1: 0.4250, Test F1: 0.4118
*Epoch 2, model saved with Loss: 2.2315, Train F1: 0.6583, Val F1: 0.5625, Test F1: 0.6078
*Epoch 3, model saved with Loss: 1.2509, Train F1: 0.7250, Val F1: 0.6375, Test F1: 0.6275
*Epoch 9, model saved with Loss: 1.7638, Train F1: 0.8250, Val F1: 0.6375, Test F1: 0.6471
*Epoch 10, model saved with Loss: 1.0868, Train F1: 0.8333, Val F1: 0.6375, Test F1: 0.6078
*Epoch 13, model saved with Loss: 1.0587, Train F1: 0.8583, Val F1: 0.6625, Test F1: 0.5686
*Epoch 15, model saved with Loss: 1.0028, Train F1: 0.8917, Val F1: 0.6625, Test F1: 0.6471
*Epoch 21, model saved with Loss: 0.9536, Train F1: 0.8833, Val F1: 0.6625, Test F1: 0.6078
*Epoch 23, model saved with Loss: 0.9654, Train F1: 0.8833, Val F1: 0.6625, Test F1: 0.6275
*Epoch 24, model saved with Loss: 0.9767, Train F1: 0.8667, Val F1: 0.6625, Test F1: 0.6275
*Epoch 25, model saved with Loss: 1.0374, Train F1: 0.8667, Val F1: 0.7000, Test F1: 0.6078
*Epoch 40, model saved with Loss: 0.9400, Train F1: 0.8917, Val F1: 0.7000, Test F1: 0.5294
Epoch 100, Loss: 0.8550, Train F1: 0.9750, Val F1: 0.5625, Test F1: 0.4510
Epoch 200, Loss: 0.9188, Train F1: 0.9833, Val F1: 0.5375, Test F1: 0.4314
Mean epoch time of run 0.0095
Iteration:  250
Best Test F1 throughout: 0.6863
Loading best model for final evaluation at val: 0.7000
Best Test F1 after loading saved model: 0.5294
---------------Stats-----------
Mean training epoch runtime: 0.0097
Mean Std of Best Test we could do F1 Score: 0.6667 +/- 0.0175
Mean Std of Test at best Val F1 Score: 0.5765 +/- 0.0266
Mean Std of Loaded best Val model Test F1 Score: 0.5804 +/- 0.0266
Mean convergence number: 250.0000 +/- 0.0000, [250, 250, 250, 250, 250]
-------------------------------
reed98
Graph has fewer than 500000 nodes; don't do graph partition
Run: 0
*Epoch 0, model saved with Loss: 1.8266, Train F1: 0.4714, Val F1: 0.5208, Test F1: 0.5233
Epoch 0, Loss: 1.8266, Train F1: 0.4714, Val F1: 0.5208, Test F1: 0.5233
*Epoch 1, model saved with Loss: 1.8127, Train F1: 0.5113, Val F1: 0.5260, Test F1: 0.5026
*Epoch 2, model saved with Loss: 1.0255, Train F1: 0.5217, Val F1: 0.5677, Test F1: 0.5285
*Epoch 3, model saved with Loss: 1.0074, Train F1: 0.5338, Val F1: 0.5677, Test F1: 0.5181
*Epoch 4, model saved with Loss: 1.7803, Train F1: 0.5286, Val F1: 0.5729, Test F1: 0.5130
*Epoch 12, model saved with Loss: 1.6869, Train F1: 0.5546, Val F1: 0.5781, Test F1: 0.5078
*Epoch 13, model saved with Loss: 0.8979, Train F1: 0.5633, Val F1: 0.5781, Test F1: 0.5181
*Epoch 14, model saved with Loss: 0.8990, Train F1: 0.5841, Val F1: 0.5833, Test F1: 0.5078
*Epoch 15, model saved with Loss: 1.6637, Train F1: 0.5927, Val F1: 0.5885, Test F1: 0.5337
*Epoch 35, model saved with Loss: 1.5325, Train F1: 0.6759, Val F1: 0.5885, Test F1: 0.6218
*Epoch 37, model saved with Loss: 0.7991, Train F1: 0.6898, Val F1: 0.5885, Test F1: 0.5907
*Epoch 40, model saved with Loss: 0.7901, Train F1: 0.6759, Val F1: 0.6042, Test F1: 0.5959
*Epoch 43, model saved with Loss: 0.7709, Train F1: 0.7002, Val F1: 0.6094, Test F1: 0.6218
Epoch 100, Loss: 1.1327, Train F1: 0.8891, Val F1: 0.5833, Test F1: 0.6062
*Epoch 109, model saved with Loss: 1.0448, Train F1: 0.9047, Val F1: 0.6198, Test F1: 0.6269
*Epoch 117, model saved with Loss: 0.9386, Train F1: 0.9341, Val F1: 0.6198, Test F1: 0.6062
*Epoch 121, model saved with Loss: 0.8981, Train F1: 0.9272, Val F1: 0.6354, Test F1: 0.6114
*Epoch 127, model saved with Loss: 0.8496, Train F1: 0.9463, Val F1: 0.6354, Test F1: 0.6218
*Epoch 130, model saved with Loss: 0.8022, Train F1: 0.9549, Val F1: 0.6510, Test F1: 0.6425
*Epoch 134, model saved with Loss: 0.7605, Train F1: 0.9515, Val F1: 0.6562, Test F1: 0.6166
*Epoch 151, model saved with Loss: 0.6091, Train F1: 0.9688, Val F1: 0.6615, Test F1: 0.6477
*Epoch 160, model saved with Loss: 0.5595, Train F1: 0.9757, Val F1: 0.6615, Test F1: 0.6166
*Epoch 177, model saved with Loss: 0.4702, Train F1: 0.9879, Val F1: 0.6667, Test F1: 0.6373
*Epoch 182, model saved with Loss: 0.4604, Train F1: 0.9879, Val F1: 0.6667, Test F1: 0.6269
Epoch 200, Loss: 0.3814, Train F1: 1.0000, Val F1: 0.6302, Test F1: 0.6269
Mean epoch time of run 0.0211
Iteration:  250
Best Test F1 throughout: 0.6580
Loading best model for final evaluation at val: 0.6667
Best Test F1 after loading saved model: 0.6269
Run: 1
*Epoch 0, model saved with Loss: 1.0758, Train F1: 0.4974, Val F1: 0.5365, Test F1: 0.4715
Epoch 0, Loss: 1.0758, Train F1: 0.4974, Val F1: 0.5365, Test F1: 0.4715
*Epoch 1, model saved with Loss: 1.8296, Train F1: 0.5165, Val F1: 0.5521, Test F1: 0.4922
*Epoch 2, model saved with Loss: 1.0154, Train F1: 0.5217, Val F1: 0.5781, Test F1: 0.5181
*Epoch 3, model saved with Loss: 0.9916, Train F1: 0.5234, Val F1: 0.5781, Test F1: 0.5078
*Epoch 6, model saved with Loss: 1.7428, Train F1: 0.5321, Val F1: 0.5781, Test F1: 0.5181
*Epoch 8, model saved with Loss: 1.7214, Train F1: 0.5390, Val F1: 0.5833, Test F1: 0.5233
*Epoch 9, model saved with Loss: 1.7118, Train F1: 0.5442, Val F1: 0.5938, Test F1: 0.5233
*Epoch 38, model saved with Loss: 1.4958, Train F1: 0.7106, Val F1: 0.5938, Test F1: 0.5959
*Epoch 44, model saved with Loss: 1.4602, Train F1: 0.6967, Val F1: 0.5938, Test F1: 0.5907
*Epoch 45, model saved with Loss: 1.4661, Train F1: 0.7227, Val F1: 0.5938, Test F1: 0.5907
*Epoch 46, model saved with Loss: 1.4485, Train F1: 0.7227, Val F1: 0.5938, Test F1: 0.5907
*Epoch 47, model saved with Loss: 1.4423, Train F1: 0.7175, Val F1: 0.5990, Test F1: 0.6218
*Epoch 66, model saved with Loss: 1.3676, Train F1: 0.7747, Val F1: 0.6042, Test F1: 0.6166
Epoch 100, Loss: 1.1877, Train F1: 0.8562, Val F1: 0.5365, Test F1: 0.5855
*Epoch 126, model saved with Loss: 0.9663, Train F1: 0.9324, Val F1: 0.6146, Test F1: 0.5907
*Epoch 138, model saved with Loss: 0.8348, Train F1: 0.9619, Val F1: 0.6302, Test F1: 0.6269
*Epoch 139, model saved with Loss: 0.8003, Train F1: 0.9601, Val F1: 0.6458, Test F1: 0.6114
*Epoch 195, model saved with Loss: 0.4811, Train F1: 0.9931, Val F1: 0.6458, Test F1: 0.6114
*Epoch 196, model saved with Loss: 0.4765, Train F1: 0.9965, Val F1: 0.6615, Test F1: 0.6218
Epoch 200, Loss: 0.4162, Train F1: 0.9931, Val F1: 0.6458, Test F1: 0.5855
Mean epoch time of run 0.0183
Iteration:  250
Best Test F1 throughout: 0.6528
Loading best model for final evaluation at val: 0.6615
Best Test F1 after loading saved model: 0.6269
Run: 2
*Epoch 0, model saved with Loss: 1.9352, Train F1: 0.4679, Val F1: 0.5260, Test F1: 0.4508
Epoch 0, Loss: 1.9352, Train F1: 0.4679, Val F1: 0.5260, Test F1: 0.4508
*Epoch 1, model saved with Loss: 1.8670, Train F1: 0.5147, Val F1: 0.5573, Test F1: 0.5233
*Epoch 2, model saved with Loss: 1.0796, Train F1: 0.5165, Val F1: 0.5781, Test F1: 0.5233
*Epoch 3, model saved with Loss: 1.8587, Train F1: 0.5113, Val F1: 0.5781, Test F1: 0.5181
*Epoch 18, model saved with Loss: 1.7129, Train F1: 0.5165, Val F1: 0.5781, Test F1: 0.5233
*Epoch 19, model saved with Loss: 0.9132, Train F1: 0.5165, Val F1: 0.5781, Test F1: 0.5233
*Epoch 20, model saved with Loss: 0.9001, Train F1: 0.5234, Val F1: 0.5781, Test F1: 0.5233
*Epoch 21, model saved with Loss: 0.9035, Train F1: 0.5269, Val F1: 0.5833, Test F1: 0.5233
